Mått;År;Region;Diagnos;Kön;Ålder;Värde
False;1997;13;4;3;2;2
False;1997;18;4;3;2;1
False;1997;1;4;3;2;15
False;1997;1;4;3;5;6
False;1997;3;4;3;2;1
False;1997;3;4;3;3;3
False;1997;3;4;3;4;8
False;1997;4;4;3;3;3
False;1997;4;4;3;4;2
False;1997;4;4;3;5;8
False;1997;4;4;3;6;14
False;1997;5;4;3;2;3
False;1997;5;4;3;5;7
False;1997;6;4;3;3;1
False;1997;6;4;3;5;2
False;1997;7;4;3;4;5
False;1997;7;4;3;5;5
False;1997;8;4;3;1;1
False;1997;8;4;3;3;7
False;1997;8;4;3;4;3
False;1997;8;4;3;5;5
False;1997;9;4;3;3;1
False;1997;9;4;3;6;2
False;1997;10;4;3;4;10
False;1997;12;4;3;1;1
False;1997;12;4;3;2;9
False;1997;13;4;3;3;5
False;1997;13;4;3;4;4
False;1997;17;4;3;2;4
False;1997;17;4;3;3;7
False;1997;18;4;3;5;4
False;1997;19;4;3;3;1
False;1997;19;4;3;4;3
False;1997;19;4;3;5;3
False;1997;19;4;3;6;7
False;1997;20;4;3;1;3
False;1997;20;4;3;3;3
False;1997;21;4;3;1;2
False;1997;21;4;3;4;5
False;1997;21;4;3;5;4
False;1997;23;4;3;2;5
False;1997;23;4;3;5;2
False;1997;24;4;3;5;3
False;1997;13;4;3;5;3
False;1997;21;4;3;2;3
False;1997;10;4;3;3;2
False;1997;18;4;3;3;6
False;1997;24;4;3;4;3
False;1997;1;4;3;1;4
False;1997;0;4;3;1;31
False;1997;0;4;3;2;87
False;1997;0;4;3;3;126
False;1997;0;4;3;4;158
False;1997;0;4;3;5;145
False;1997;0;4;3;6;547
False;1997;1;4;3;3;14
False;1997;1;4;3;4;18
False;1997;1;4;3;6;57
False;1997;3;4;3;5;3
False;1997;3;4;3;6;15
False;1997;5;4;3;1;1
False;1997;5;4;3;3;6
False;1997;5;4;3;4;6
False;1997;5;4;3;6;23
False;1997;6;4;3;4;6
False;1997;6;4;3;6;14
False;1997;7;4;3;2;3
False;1997;7;4;3;6;14
False;1997;8;4;3;2;3
False;1997;8;4;3;6;19
False;1997;10;4;3;2;1
False;1997;10;4;3;5;1
False;1997;10;4;3;6;14
False;1997;12;4;3;3;15
False;1997;12;4;3;4;17
False;1997;12;4;3;5;28
False;1997;12;4;3;6;70
False;1997;13;4;3;1;4
False;1997;13;4;3;6;18
False;1997;14;4;3;1;4
False;1997;14;4;3;2;11
False;1997;14;4;3;3;24
False;1997;14;4;3;4;24
False;1997;14;4;3;5;34
False;1997;14;4;3;6;97
False;1997;17;4;3;1;3
False;1997;17;4;3;4;7
False;1997;17;4;3;5;7
False;1997;17;4;3;6;28
False;1997;18;4;3;4;3
False;1997;18;4;3;6;14
False;1997;20;4;3;2;7
False;1997;20;4;3;4;8
False;1997;20;4;3;5;8
False;1997;20;4;3;6;29
False;1997;21;4;3;3;5
False;1997;21;4;3;6;19
False;1997;22;4;3;2;6
False;1997;22;4;3;3;4
False;1997;22;4;3;4;8
False;1997;22;4;3;5;5
False;1997;22;4;3;6;23
False;1997;23;4;3;3;4
False;1997;23;4;3;4;7
False;1997;23;4;3;6;18
False;1997;24;4;3;1;3
False;1997;24;4;3;2;3
False;1997;24;4;3;3;4
False;1997;24;4;3;6;16
False;1997;25;4;3;1;4
False;1997;25;4;3;2;5
False;1997;25;4;3;3;10
False;1997;25;4;3;4;10
False;1997;25;4;3;5;7
False;1997;25;4;3;6;36
False;1997;0;2;3;1;7
False;1997;0;2;3;2;109
False;1997;0;2;3;3;358
False;1997;0;2;3;4;930
False;1997;0;2;3;5;2727
False;1997;0;2;3;6;4131
False;1997;1;2;3;1;1
False;1997;1;2;3;2;28
False;1997;1;2;3;3;91
False;1997;1;2;3;4;180
False;1997;1;2;3;5;490
False;1997;1;2;3;6;790
False;1997;3;2;3;2;5
False;1997;3;2;3;3;8
False;1997;3;2;3;4;24
False;1997;3;2;3;5;54
False;1997;3;2;3;6;91
False;1997;4;2;3;2;4
False;1997;4;2;3;3;10
False;1997;4;2;3;4;16
False;1997;4;2;3;5;91
False;1997;4;2;3;6;121
False;1997;5;2;3;2;3
False;1997;5;2;3;3;12
False;1997;5;2;3;4;33
False;1997;5;2;3;5;132
False;1997;5;2;3;6;181
False;1997;6;2;3;2;3
False;1997;6;2;3;3;7
False;1997;6;2;3;4;28
False;1997;6;2;3;5;81
False;1997;6;2;3;6;119
False;1997;7;2;3;2;1
False;1997;7;2;3;3;4
False;1997;7;2;3;4;13
False;1997;7;2;3;5;43
False;1997;7;2;3;6;61
False;1997;8;2;3;2;2
False;1997;8;2;3;3;8
False;1997;8;2;3;4;22
False;1997;8;2;3;5;89
False;1997;8;2;3;6;121
False;1997;9;2;3;3;2
False;1997;9;2;3;4;6
False;1997;9;2;3;6;22
False;1997;10;2;3;2;1
False;1997;10;2;3;3;8
False;1997;10;2;3;4;12
False;1997;10;2;3;5;66
False;1997;10;2;3;6;87
False;1997;12;2;3;1;1
False;1997;12;2;3;2;13
False;1997;12;2;3;3;47
False;1997;12;2;3;4;132
False;1997;12;2;3;5;351
False;1997;12;2;3;6;544
False;1997;13;2;3;1;1
False;1997;13;2;3;2;1
False;1997;13;2;3;3;8
False;1997;13;2;3;4;28
False;1997;13;2;3;5;78
False;1997;13;2;3;6;116
False;1997;14;2;3;1;1
False;1997;14;2;3;2;14
False;1997;14;2;3;3;61
False;1997;14;2;3;4;187
False;1997;14;2;3;5;469
False;1997;14;2;3;6;732
False;1997;17;2;3;2;2
False;1997;17;2;3;3;9
False;1997;17;2;3;4;37
False;1997;17;2;3;5;70
False;1997;17;2;3;6;118
False;1997;18;2;3;2;6
False;1997;18;2;3;3;11
False;1997;18;2;3;4;22
False;1997;18;2;3;5;108
False;1997;18;2;3;6;147
False;1997;19;2;3;2;3
False;1997;19;2;3;3;15
False;1997;19;2;3;4;24
False;1997;19;2;3;5;44
False;1997;19;2;3;6;86
False;1997;20;2;3;1;1
False;1997;20;2;3;2;10
False;1997;20;2;3;3;11
False;1997;20;2;3;4;30
False;1997;20;2;3;5;113
False;1997;20;2;3;6;165
False;1997;21;2;3;2;1
False;1997;21;2;3;3;7
False;1997;21;2;3;4;33
False;1997;21;2;3;5;108
False;1997;21;2;3;6;149
False;1997;22;2;3;2;1
False;1997;22;2;3;3;8
False;1997;22;2;3;4;34
False;1997;22;2;3;5;100
False;1997;22;2;3;6;143
False;1997;23;2;3;2;1
False;1997;23;2;3;3;3
False;1997;23;2;3;4;16
False;1997;23;2;3;5;38
False;1997;23;2;3;6;58
False;1997;24;2;3;1;1
False;1997;24;2;3;2;4
False;1997;24;2;3;3;10
False;1997;24;2;3;4;22
False;1997;24;2;3;5;85
False;1997;24;2;3;6;122
False;1997;25;2;3;2;6
False;1997;25;2;3;3;18
False;1997;25;2;3;4;31
False;1997;25;2;3;5;103
False;1997;25;2;3;6;158
False;1997;0;3;3;1;2
False;1997;0;3;3;2;13
False;1997;0;3;3;3;32
False;1997;0;3;3;4;31
False;1997;0;3;3;5;16
False;1997;0;3;3;6;94
False;1997;1;3;3;2;3
False;1997;1;3;3;3;6
False;1997;1;3;3;4;6
False;1997;1;3;3;5;4
False;1997;1;3;3;6;19
False;1997;3;3;3;1;1
False;1997;3;3;3;3;1
False;1997;3;3;3;4;1
False;1997;3;3;3;6;3
False;1997;4;3;3;4;3
False;1997;4;3;3;5;1
False;1997;4;3;3;6;4
False;1997;5;3;3;2;1
False;1997;5;3;3;3;2
False;1997;5;3;3;4;1
False;1997;5;3;3;5;1
False;1997;5;3;3;6;5
False;1997;6;3;3;3;3
False;1997;6;3;3;4;2
False;1997;6;3;3;6;5
False;1997;7;3;3;3;1
False;1997;7;3;3;5;1
False;1997;7;3;3;6;2
False;1997;8;3;3;2;1
False;1997;8;3;3;4;1
False;1997;8;3;3;6;2
False;1997;9;3;3;3;1
False;1997;9;3;3;5;1
False;1997;9;3;3;6;2
False;1997;10;3;3;4;1
False;1997;10;3;3;6;1
False;1997;12;3;3;2;1
False;1997;12;3;3;3;3
False;1997;12;3;3;4;2
False;1997;12;3;3;5;5
False;1997;12;3;3;6;11
False;1997;13;3;3;5;1
False;1997;13;3;3;6;1
False;1997;14;3;3;2;3
False;1997;14;3;3;3;11
False;1997;14;3;3;4;4
False;1997;14;3;3;5;1
False;1997;14;3;3;6;19
False;1997;17;3;3;2;2
False;1997;17;3;3;4;2
False;1997;17;3;3;5;1
False;1997;17;3;3;6;5
False;1997;18;3;3;4;2
False;1997;18;3;3;6;2
False;1997;19;3;3;4;1
False;1997;19;3;3;6;1
False;1997;20;3;3;1;1
False;1997;20;3;3;4;3
False;1997;20;3;3;6;4
False;1997;21;3;3;3;2
False;1997;21;3;3;6;2
False;1997;22;3;3;2;2
False;1997;22;3;3;3;2
False;1997;22;3;3;6;4
False;1997;25;3;3;4;2
False;1997;25;3;3;6;2
False;1998;10;1;3;2;1
False;1998;23;1;3;2;2
False;1998;18;2;3;1;1
False;1998;9;1;3;3;5
False;1998;10;1;3;3;5
False;1998;17;1;3;2;1
False;1998;24;1;3;3;11
False;1998;25;1;3;2;3
False;1998;6;1;3;2;5
False;1998;5;1;3;2;5
False;1998;5;1;3;3;30
False;1998;8;1;3;3;19
False;1998;13;1;3;2;5
False;1998;4;1;3;3;8
False;1998;22;1;3;4;306
False;1998;23;1;3;3;16
False;1998;20;1;3;2;4
False;1998;3;1;3;1;19
False;1998;3;1;3;2;8
False;1998;7;1;3;2;2
False;1998;7;1;3;3;16
False;1998;8;1;3;1;14
False;1998;9;1;3;1;2
False;1998;9;1;3;4;62
False;1998;10;1;3;1;5
False;1998;10;1;3;4;165
False;1998;12;1;3;2;13
False;1998;13;1;3;1;6
False;1998;19;1;3;2;5
False;1998;20;1;3;1;12
False;1998;21;1;3;2;5
False;1998;22;1;3;2;3
False;1998;23;1;3;1;4
False;1998;24;1;3;1;14
False;1998;24;1;3;2;5
False;1998;25;1;3;3;18
False;1998;0;1;3;1;463
False;1998;0;1;3;2;146
False;1998;0;1;3;3;566
False;1998;0;1;3;4;9383
False;1998;0;1;3;5;75151
False;1998;0;1;3;6;85709
False;1998;1;1;3;1;104
False;1998;1;1;3;2;34
False;1998;1;1;3;3;135
False;1998;1;1;3;4;1845
False;1998;1;1;3;5;12150
False;1998;1;1;3;6;14268
False;1998;3;1;3;3;13
False;1998;3;1;3;4;260
False;1998;3;1;3;5;2124
False;1998;3;1;3;6;2424
False;1998;4;1;3;1;9
False;1998;4;1;3;2;7
False;1998;4;1;3;4;302
False;1998;4;1;3;5;2309
False;1998;4;1;3;6;2635
False;1998;5;1;3;1;23
False;1998;5;1;3;4;398
False;1998;5;1;3;5;3443
False;1998;5;1;3;6;3899
False;1998;6;1;3;1;20
False;1998;6;1;3;3;16
False;1998;6;1;3;4;316
False;1998;6;1;3;5;2991
False;1998;6;1;3;6;3348
False;1998;7;1;3;1;13
False;1998;7;1;3;4;161
False;1998;7;1;3;5;1575
False;1998;7;1;3;6;1767
False;1998;8;1;3;2;9
False;1998;8;1;3;4;247
False;1998;8;1;3;5;2431
False;1998;8;1;3;6;2720
False;1998;9;1;3;5;535
False;1998;9;1;3;6;604
False;1998;10;1;3;5;1448
False;1998;10;1;3;6;1624
False;1998;12;1;3;1;59
False;1998;12;1;3;3;73
False;1998;12;1;3;4;1222
False;1998;12;1;3;5;9689
False;1998;12;1;3;6;11056
False;1998;13;1;3;3;12
False;1998;13;1;3;4;252
False;1998;13;1;3;5;2120
False;1998;13;1;3;6;2395
False;1998;14;1;3;1;72
False;1998;14;1;3;2;22
False;1998;14;1;3;3;79
False;1998;14;1;3;4;1549
False;1998;14;1;3;5;12663
False;1998;14;1;3;6;14385
False;1998;17;1;3;1;19
False;1998;17;1;3;3;20
False;1998;17;1;3;4;337
False;1998;17;1;3;5;2773
False;1998;17;1;3;6;3150
False;1998;18;1;3;1;21
False;1998;18;1;3;2;7
False;1998;18;1;3;3;23
False;1998;18;1;3;4;307
False;1998;18;1;3;5;2651
False;1998;18;1;3;6;3009
False;1998;19;1;3;1;8
False;1998;19;1;3;3;20
False;1998;19;1;3;4;270
False;1998;19;1;3;5;2120
False;1998;19;1;3;6;2423
False;1998;20;1;3;3;17
False;1998;20;1;3;4;325
False;1998;20;1;3;5;2895
False;1998;20;1;3;6;3253
False;1998;21;1;3;1;12
False;1998;21;1;3;3;22
False;1998;21;1;3;4;360
False;1998;21;1;3;5;2924
False;1998;21;1;3;6;3323
False;1998;22;1;3;1;8
False;1998;22;1;3;3;8
False;1998;22;1;3;5;2647
False;1998;22;1;3;6;2972
False;1998;23;1;3;4;152
False;1998;23;1;3;5;1416
False;1998;23;1;3;6;1590
False;1998;24;1;3;4;237
False;1998;24;1;3;5;2134
False;1998;24;1;3;6;2401
False;1998;25;1;3;1;19
False;1998;25;1;3;4;310
False;1998;25;1;3;5;2113
False;1998;25;1;3;6;2463
False;1998;3;4;3;1;1
False;1998;6;4;3;1;1
False;1998;17;4;3;1;1
False;1998;24;4;3;1;1
False;1998;5;4;3;1;1
False;1998;7;4;3;1;1
False;1998;8;4;3;5;2
False;1998;19;4;3;1;1
False;1998;19;4;3;4;2
False;1998;21;4;3;1;1
False;1998;4;4;3;3;1
False;1998;1;4;3;1;4
False;1998;1;4;3;2;8
False;1998;3;4;3;2;5
False;1998;3;4;3;3;3
False;1998;4;4;3;2;2
False;1998;4;4;3;4;7
False;1998;4;4;3;5;4
False;1998;4;4;3;6;14
False;1998;5;4;3;4;3
False;1998;6;4;3;2;2
False;1998;6;4;3;3;3
False;1998;6;4;3;4;5
False;1998;6;4;3;5;6
False;1998;6;4;3;6;17
False;1998;7;4;3;2;2
False;1998;7;4;3;3;4
False;1998;7;4;3;4;5
False;1998;7;4;3;5;5
False;1998;7;4;3;6;17
False;1998;8;4;3;1;2
False;1998;8;4;3;2;1
False;1998;9;4;3;2;2
False;1998;9;4;3;3;2
False;1998;9;4;3;6;4
False;1998;10;4;3;1;2
False;1998;10;4;3;4;2
False;1998;10;4;3;5;3
False;1998;12;4;3;2;12
False;1998;13;4;3;1;1
False;1998;13;4;3;2;5
False;1998;13;4;3;3;5
False;1998;13;4;3;4;6
False;1998;13;4;3;5;6
False;1998;13;4;3;6;23
False;1998;17;4;3;3;4
False;1998;17;4;3;4;4
False;1998;17;4;3;5;5
False;1998;18;4;3;2;4
False;1998;18;4;3;3;3
False;1998;18;4;3;4;3
False;1998;19;4;3;2;3
False;1998;19;4;3;3;4
False;1998;19;4;3;5;6
False;1998;19;4;3;6;16
False;1998;20;4;3;2;5
False;1998;20;4;3;3;1
False;1998;20;4;3;4;7
False;1998;20;4;3;5;4
False;1998;21;4;3;2;5
False;1998;21;4;3;4;7
False;1998;21;4;3;5;5
False;1998;23;4;3;2;2
False;1998;24;4;3;2;4
False;1998;24;4;3;5;4
False;1998;25;4;3;1;4
False;1998;25;4;3;5;11
False;1998;8;4;3;3;4
False;1998;22;4;3;4;6
False;1998;24;4;3;3;2
False;1998;14;4;3;2;17
False;1998;23;4;3;3;5
False;1998;5;4;3;2;4
False;1998;17;4;3;2;4
False;1998;17;4;3;6;18
False;1998;20;4;3;1;1
False;1998;20;4;3;6;18
False;1998;0;4;3;1;35
False;1998;0;4;3;2;95
False;1998;0;4;3;3;117
False;1998;0;4;3;4;138
False;1998;0;4;3;5;133
False;1998;0;4;3;6;518
False;1998;1;4;3;3;23
False;1998;1;4;3;4;19
False;1998;1;4;3;5;11
False;1998;1;4;3;6;65
False;1998;3;4;3;4;3
False;1998;3;4;3;5;6
False;1998;3;4;3;6;18
False;1998;5;4;3;3;8
False;1998;5;4;3;5;3
False;1998;5;4;3;6;19
False;1998;8;4;3;4;6
False;1998;8;4;3;6;15
False;1998;10;4;3;3;2
False;1998;10;4;3;6;9
False;1998;12;4;3;1;2
False;1998;12;4;3;3;10
False;1998;12;4;3;4;15
False;1998;12;4;3;5;22
False;1998;12;4;3;6;61
False;1998;14;4;3;1;9
False;1998;14;4;3;3;19
False;1998;14;4;3;4;24
False;1998;14;4;3;5;23
False;1998;14;4;3;6;92
False;1998;18;4;3;1;2
False;1998;18;4;3;5;3
False;1998;18;4;3;6;15
False;1998;21;4;3;3;5
False;1998;21;4;3;6;23
False;1998;22;4;3;2;3
False;1998;22;4;3;3;6
False;1998;22;4;3;6;15
False;1998;23;4;3;4;6
False;1998;23;4;3;5;4
False;1998;23;4;3;6;17
False;1998;24;4;3;4;5
False;1998;24;4;3;6;16
False;1998;25;4;3;2;5
False;1998;25;4;3;3;3
False;1998;25;4;3;4;3
False;1998;25;4;3;6;26
False;1998;0;2;3;1;4
False;1998;0;2;3;2;95
False;1998;0;2;3;3;324
False;1998;0;2;3;4;958
False;1998;0;2;3;5;3420
False;1998;0;2;3;6;4801
False;1998;1;2;3;2;18
False;1998;1;2;3;3;93
False;1998;1;2;3;4;209
False;1998;1;2;3;5;659
False;1998;1;2;3;6;979
False;1998;3;2;3;2;3
False;1998;3;2;3;3;7
False;1998;3;2;3;4;33
False;1998;3;2;3;5;88
False;1998;3;2;3;6;131
False;1998;4;2;3;2;1
False;1998;4;2;3;3;9
False;1998;4;2;3;4;16
False;1998;4;2;3;5;88
False;1998;4;2;3;6;114
False;1998;5;2;3;1;1
False;1998;5;2;3;2;4
False;1998;5;2;3;3;18
False;1998;5;2;3;4;46
False;1998;5;2;3;5;147
False;1998;5;2;3;6;216
False;1998;6;2;3;2;1
False;1998;6;2;3;3;10
False;1998;6;2;3;4;27
False;1998;6;2;3;5;133
False;1998;6;2;3;6;171
False;1998;7;2;3;2;1
False;1998;7;2;3;3;3
False;1998;7;2;3;4;16
False;1998;7;2;3;5;67
False;1998;7;2;3;6;87
False;1998;8;2;3;2;1
False;1998;8;2;3;3;7
False;1998;8;2;3;4;31
False;1998;8;2;3;5;91
False;1998;8;2;3;6;130
False;1998;9;2;3;2;2
False;1998;9;2;3;3;2
False;1998;9;2;3;4;3
False;1998;9;2;3;5;16
False;1998;9;2;3;6;23
False;1998;10;2;3;2;2
False;1998;10;2;3;3;2
False;1998;10;2;3;4;16
False;1998;10;2;3;5;67
False;1998;10;2;3;6;87
False;1998;12;2;3;1;1
False;1998;12;2;3;2;22
False;1998;12;2;3;3;45
False;1998;12;2;3;4;114
False;1998;12;2;3;5;436
False;1998;12;2;3;6;618
False;1998;13;2;3;2;4
False;1998;13;2;3;3;12
False;1998;13;2;3;4;22
False;1998;13;2;3;5;97
False;1998;13;2;3;6;135
False;1998;14;2;3;2;11
False;1998;14;2;3;3;42
False;1998;14;2;3;4;184
False;1998;14;2;3;5;649
False;1998;14;2;3;6;886
False;1998;17;2;3;1;1
False;1998;17;2;3;2;2
False;1998;17;2;3;3;9
False;1998;17;2;3;4;27
False;1998;17;2;3;5;105
False;1998;17;2;3;6;144
False;1998;18;2;3;2;2
False;1998;18;2;3;3;7
False;1998;18;2;3;4;26
False;1998;18;2;3;5;98
False;1998;18;2;3;6;134
False;1998;19;2;3;3;6
False;1998;19;2;3;4;22
False;1998;19;2;3;5;61
False;1998;19;2;3;6;89
False;1998;20;2;3;2;4
False;1998;20;2;3;3;13
False;1998;20;2;3;4;27
False;1998;20;2;3;5;103
False;1998;20;2;3;6;147
False;1998;21;2;3;2;6
False;1998;21;2;3;3;10
False;1998;21;2;3;4;28
False;1998;21;2;3;5;139
False;1998;21;2;3;6;183
False;1998;22;2;3;2;3
False;1998;22;2;3;3;8
False;1998;22;2;3;4;33
False;1998;22;2;3;5;116
False;1998;22;2;3;6;160
False;1998;23;2;3;2;1
False;1998;23;2;3;3;8
False;1998;23;2;3;4;14
False;1998;23;2;3;5;41
False;1998;23;2;3;6;64
False;1998;24;2;3;2;4
False;1998;24;2;3;3;5
False;1998;24;2;3;4;23
False;1998;24;2;3;5;98
False;1998;24;2;3;6;130
False;1998;25;2;3;2;3
False;1998;25;2;3;3;8
False;1998;25;2;3;4;41
False;1998;25;2;3;5;121
False;1998;25;2;3;6;173
False;1998;0;3;3;1;5
False;1998;0;3;3;2;17
False;1998;0;3;3;3;25
False;1998;0;3;3;4;38
False;1998;0;3;3;5;13
False;1998;0;3;3;6;98
False;1998;1;3;3;1;1
False;1998;1;3;3;2;6
False;1998;1;3;3;3;7
False;1998;1;3;3;4;13
False;1998;1;3;3;5;3
False;1998;1;3;3;6;30
False;1998;3;3;3;2;1
False;1998;3;3;3;3;2
False;1998;3;3;3;6;3
False;1998;4;3;3;4;1
False;1998;4;3;3;6;1
False;1998;5;3;3;3;1
False;1998;5;3;3;4;4
False;1998;5;3;3;5;1
False;1998;5;3;3;6;6
False;1998;6;3;3;3;1
False;1998;6;3;3;4;1
False;1998;6;3;3;5;1
False;1998;6;3;3;6;3
False;1998;8;3;3;2;2
False;1998;8;3;3;3;1
False;1998;8;3;3;6;3
False;1998;9;3;3;4;1
False;1998;9;3;3;6;1
False;1998;10;3;3;2;1
False;1998;10;3;3;6;1
False;1998;12;3;3;2;3
False;1998;12;3;3;3;2
False;1998;12;3;3;4;1
False;1998;12;3;3;5;5
False;1998;12;3;3;6;11
False;1998;13;3;3;2;1
False;1998;13;3;3;3;1
False;1998;13;3;3;6;2
False;1998;14;3;3;2;2
False;1998;14;3;3;3;4
False;1998;14;3;3;4;6
False;1998;14;3;3;5;1
False;1998;14;3;3;6;13
False;1998;17;3;3;1;2
False;1998;17;3;3;4;2
False;1998;17;3;3;6;4
False;1998;18;3;3;2;1
False;1998;18;3;3;3;2
False;1998;18;3;3;4;2
False;1998;18;3;3;6;5
False;1998;19;3;3;1;2
False;1998;19;3;3;6;2
False;1998;20;3;3;3;3
False;1998;20;3;3;4;1
False;1998;20;3;3;5;1
False;1998;20;3;3;6;5
False;1998;21;3;3;3;1
False;1998;21;3;3;5;1
False;1998;21;3;3;6;2
False;1998;23;3;3;4;2
False;1998;23;3;3;6;2
False;1998;24;3;3;4;2
False;1998;24;3;3;6;2
False;1998;25;3;3;4;2
False;1998;25;3;3;6;2
False;1999;20;2;3;1;1
False;1999;4;1;3;2;2
False;1999;10;1;3;2;2
False;1999;13;1;3;2;1
False;1999;23;1;3;3;7
False;1999;21;1;3;2;3
False;1999;9;1;3;2;1
False;1999;10;1;3;3;8
False;1999;17;1;3;3;25
False;1999;18;1;3;3;19
False;1999;6;1;3;2;5
False;1999;22;1;3;3;14
False;1999;3;1;3;3;19
False;1999;8;1;3;2;3
False;1999;3;1;3;1;12
False;1999;3;1;3;2;6
False;1999;7;1;3;1;10
False;1999;7;1;3;2;2
False;1999;7;1;3;4;160
False;1999;8;1;3;3;19
False;1999;9;1;3;1;4
False;1999;9;1;3;3;3
False;1999;20;1;3;1;9
False;1999;20;1;3;4;285
False;1999;21;1;3;3;20
False;1999;22;1;3;4;277
False;1999;23;1;3;1;5
False;1999;23;1;3;4;178
False;1999;0;1;3;1;438
False;1999;0;1;3;2;113
False;1999;0;1;3;3;592
False;1999;0;1;3;4;9500
False;1999;0;1;3;5;75957
False;1999;0;1;3;6;86600
False;1999;1;1;3;1;106
False;1999;1;1;3;2;24
False;1999;1;1;3;3;148
False;1999;1;1;3;4;1918
False;1999;1;1;3;5;12252
False;1999;1;1;3;6;14448
False;1999;3;1;3;4;248
False;1999;3;1;3;5;2075
False;1999;3;1;3;6;2360
False;1999;4;1;3;1;9
False;1999;4;1;3;3;14
False;1999;4;1;3;4;315
False;1999;4;1;3;5;2385
False;1999;4;1;3;6;2725
False;1999;5;1;3;1;23
False;1999;5;1;3;2;5
